episode,reward,dist,pose,fuel_bonus,landing_bonus,crash_penalty,fuel_left,step,landed,crashed
16,0.0,0.00042578103763004694,-0.8119974585586397,0.0010261947628216572,0.0,0.0,1.0261947628216572,595,False,True
17,0.0,0.00045330230437914693,-0.8356771500498921,0.0011396441334203128,0.0,0.0,1.1396441334203127,515,False,True
18,0.0,0.0008665856983519191,-0.8190823873203055,0.0010545421979949647,0.0,0.0,1.0545421979949647,591,False,True
19,0.0,0.0006190571594030074,-0.8546458699804536,0.0010636453153836812,0.0,0.0,1.0636453153836811,571,False,True
20,0.0,0.0006230677404331061,-0.7904383584722157,0.001074938381534697,0.0,0.0,1.074938381534697,557,False,True
21,0.0,0.0014268762598749216,-0.9838230147618255,0.0010786663096540316,0.0,0.0,1.0786663096540317,554,False,True
22,0.0,0.0006593648314529281,-0.9358043840863509,0.0010785961763916266,0.0,0.0,1.0785961763916267,561,False,True
23,0.0,0.0002586797371865632,-0.6571349706773363,0.0011486505248019556,0.0,0.0,1.1486505248019556,509,False,True
24,0.0,0.0011486321221271965,-0.8950926127638834,0.0010779788967459842,0.0,0.0,1.0779788967459842,564,False,True
25,0.0,0.00023344743350314285,-0.7809996715596571,0.0010448849924543768,0.0,0.0,1.0448849924543768,579,False,True
26,0.0,0.0006594047280072449,-0.7542614196478579,0.0011176198604330794,0.0,0.0,1.1176198604330796,549,False,True
27,0.0,0.0002705866196362645,-0.7046273443528155,0.001131845632918652,0.0,0.0,1.1318456329186521,537,False,True
28,0.0,0.0013154570862702003,-0.8720407088967154,0.0010793729776416205,0.0,0.0,1.0793729776416205,594,False,True
29,0.0,0.0006858647700203427,-0.7552913927481475,0.0010869285961926046,0.0,0.0,1.0869285961926047,552,False,True
30,0.0,0.00038233051709108876,-0.7578667565741597,0.0010731606072972954,0.0,0.0,1.0731606072972955,545,False,True
31,0.0,0.0005097126188430365,-0.7906314985605049,0.0011403128540885556,0.0,0.0,1.1403128540885556,508,False,True
32,0.0,0.0012578214663114587,-0.8161795572885137,0.001130291187138998,0.0,0.0,1.130291187138998,531,False,True
33,0.0,0.0008564489417450376,-0.9928166161117068,0.00098300096475585,0.0,0.0,0.9830009647558501,631,False,True
34,0.0,0.00013676553474524137,-0.7325674177447109,0.0009882331117844808,0.0,0.0,0.9882331117844808,628,False,True
35,0.0,0.0008294184590808705,-0.7542491947050701,0.001068229836514556,0.0,0.0,1.068229836514556,569,False,True
36,0.0,0.0008673991439921781,-0.8234987994610212,0.0010544754846066478,0.0,0.0,1.0544754846066478,614,False,True
37,0.0,0.0004918364020196471,-0.7273372073052787,0.0011800296612402006,0.0,0.0,1.1800296612402006,512,False,True
38,0.0,0.0012874418987320283,-0.8907530955768813,0.0010502912169587121,0.0,0.0,1.0502912169587122,592,False,True
39,0.0,0.0014053176528671847,-0.7274077833382084,0.0011064260329464264,0.0,0.0,1.1064260329464264,555,False,True
40,0.0,0.0014459561117304157,-0.7727905283300447,0.0010378590622876361,0.0,0.0,1.0378590622876362,616,False,True
41,0.0,0.0007155407524531577,-0.8253057861018107,0.0011509724623295233,0.0,0.0,1.1509724623295234,511,False,True
42,0.0,0.00041029830510185954,-0.6336077842990812,0.001103461376719786,0.0,0.0,1.103461376719786,558,False,True
43,0.0,0.0009670024099882362,-0.6938564369630194,0.001121409507506787,0.0,0.0,1.1214095075067871,555,False,True
44,0.0,0.0005637687624224086,-0.7731339872546104,0.0011462181155871447,0.0,0.0,1.1462181155871447,527,False,True
45,0.0,0.001349853471727103,-1.014160919247256,0.0010624182500650694,0.0,0.0,1.0624182500650696,570,False,True
46,0.0,0.00032864320944291,-0.6239470520708773,0.0011801091253541803,0.0,0.0,1.1801091253541804,479,False,True
47,0.0,0.00122337418485232,-0.1820847250982887,0.0010227826994623,0.0,0.0,1.0227826994623,629,False,True
48,0.0,0.00013511767559231392,-0.6235920219830798,0.0011241703119652848,0.0,0.0,1.124170311965285,568,False,True
49,0.0,0.00021284280736601872,-0.6479058725957538,0.0011671958539859798,0.0,0.0,1.1671958539859797,518,False,True
50,0.0,0.0003595906209904228,-0.6834048471720577,0.0012008534692957201,0.0,0.0,1.20085346929572,488,False,True
